Date,Price,Open,High,Low,Change %
Jun 17 2012,2.2814,2.2937,2.3026,2.2552,-0.35%
Jun 10 2012,2.2894,2.2880,2.2988,2.2736,0.28%
Jun 03 2012,2.2829,2.3088,2.3254,2.2674,-1.13%
May 27 2012,2.3091,2.3193,2.3294,2.2784,-0.22%
May 20 2012,2.3142,2.3434,2.3504,2.2985,-1.43%
May 13 2012,2.3478,2.3004,2.3519,2.2976,1.83%
May 06 2012,2.3056,2.2995,2.3309,2.2794,0.21%
Apr 29 2012,2.3007,2.3279,2.3409,2.2962,-1.42%
Apr 22 2012,2.3338,2.3624,2.3699,2.3187,-1.52%
Apr 15 2012,2.3698,2.3467,2.3725,2.3341,0.87%
Apr 08 2012,2.3493,2.3522,2.3843,2.3356,0.04%
Apr 01 2012,2.3484,2.3808,2.3854,2.3314,-1.27%
Mar 25 2012,2.3786,2.3896,2.3942,2.3526,-0.44%
Mar 18 2012,2.3891,2.3659,2.4221,2.3563,1.03%
Mar 11 2012,2.3647,2.3407,2.3737,2.3310,0.87%
Mar 04 2012,2.3443,2.3295,2.3639,2.3265,0.48%
Feb 26 2012,2.3331,2.3755,2.3893,2.3198,-1.84%
Feb 19 2012,2.3769,2.3039,2.3826,2.2939,3.14%
Feb 12 2012,2.3046,2.3251,2.3388,2.2942,-0.89%
Feb 05 2012,2.3252,2.3008,2.3394,2.2892,0.91%
Jan 29 2012,2.3042,2.3497,2.3590,2.2870,-1.95%
Jan 22 2012,2.3501,2.3582,2.3810,2.3277,-0.71%
Jan 15 2012,2.3670,2.3525,2.3754,2.3371,0.36%
Jan 08 2012,2.3585,2.3878,2.4011,2.3413,-1.25%
Jan 01 2012,2.3883,2.4375,2.4643,2.3787,-2.10%
Dec 25 2011,2.4395,2.4738,2.4901,2.3954,-1.55%
Dec 18 2011,2.4780,2.4578,2.4913,2.4429,0.77%
Dec 11 2011,2.4591,2.4648,2.4778,2.4310,-0.26%
Dec 04 2011,2.4654,2.4551,2.4821,2.4392,0.47%
Nov 27 2011,2.4538,2.4963,2.5066,2.4421,-1.69%
Nov 20 2011,2.4960,2.4770,2.5179,2.4591,0.87%
Nov 13 2011,2.4744,2.4466,2.4773,2.4134,1.36%
Nov 06 2011,2.4412,2.4382,2.4615,2.4151,0.07%
Oct 30 2011,2.4394,2.4664,2.4750,2.4018,-1.21%
Oct 23 2011,2.4693,2.5497,2.5603,2.4326,-3.10%
Oct 16 2011,2.5484,2.5442,2.5876,2.5284,0.31%
Oct 09 2011,2.5404,2.4793,2.5582,2.4697,2.67%
Oct 02 2011,2.4743,2.4765,2.5385,2.4354,-0.61%
Sep 25 2011,2.4896,2.4811,2.5360,2.4543,0.46%
Sep 18 2011,2.4782,2.4311,2.5008,2.4176,1.05%
Sep 11 2011,2.4524,2.4284,2.4808,2.4054,0.27%
Sep 04 2011,2.4457,2.4787,2.5232,2.4372,-1.74%
Aug 28 2011,2.4891,2.5339,2.5562,2.4430,-1.93%
Aug 21 2011,2.5381,2.5665,2.5926,2.5090,-1.38%
Aug 14 2011,2.5737,2.5337,2.5801,2.5175,1.57%
Aug 07 2011,2.5340,2.5084,2.5772,2.4743,1.66%
Jul 31 2011,2.4926,2.4243,2.4944,2.3878,2.53%
Jul 24 2011,2.4310,2.4475,2.5023,2.3842,-0.23%
Jul 17 2011,2.4365,2.3297,2.4434,2.3208,4.25%
Jul 10 2011,2.3371,2.3126,2.3479,2.2869,0.62%
Jul 03 2011,2.3226,2.3367,2.3626,2.3042,-0.52%
Jun 26 2011,2.3347,2.3146,2.3741,2.3079,0.51%
Jun 19 2011,2.3228,2.2758,2.3330,2.2690,1.65%
Jun 12 2011,2.2851,2.2555,2.3016,2.2417,1.09%
Jun 05 2011,2.2605,2.2956,2.3323,2.2577,-1.85%
May 29 2011,2.3030,2.2959,2.3151,2.2765,0.30%
May 22 2011,2.2961,2.2455,2.3009,2.2232,2.27%
May 15 2011,2.2452,2.2432,2.2680,2.2353,-0.46%
May 08 2011,2.2555,2.2186,2.2765,2.2028,1.98%
May 01 2011,2.2118,2.2509,2.3006,2.2082,-1.76%
Apr 24 2011,2.2515,2.2009,2.2670,2.1927,1.93%
Apr 17 2011,2.2089,2.1752,2.2260,2.1637,1.19%
Apr 10 2011,2.1830,2.1801,2.2125,2.1684,-0.21%
Apr 03 2011,2.1875,2.1671,2.1892,2.1462,0.46%
Mar 27 2011,2.1774,2.1875,2.2131,2.1572,-0.61%
Mar 20 2011,2.1907,2.2380,2.2450,2.1814,-2.14%
Mar 13 2011,2.2386,2.2092,2.2416,2.1827,1.66%
Mar 06 2011,2.2021,2.2385,2.2509,2.1712,-1.55%
Feb 27 2011,2.2368,2.1879,2.2473,2.1818,1.83%
Feb 20 2011,2.1967,2.1567,2.2211,2.1513,1.64%
Feb 13 2011,2.1612,2.1406,2.1677,2.1243,0.46%
Feb 06 2011,2.1513,2.1468,2.1905,2.1151,-0.06%
Jan 30 2011,2.1525,2.1882,2.2076,2.1439,-2.07%
Jan 23 2011,2.1980,2.1376,2.2023,2.1156,2.57%
Jan 16 2011,2.1429,2.0695,2.1522,2.0386,3.15%
Jan 09 2011,2.0775,2.0247,2.0796,2.0228,2.31%
Jan 02 2011,2.0305,2.0538,2.0888,2.0067,-1.57%
Dec 26 2010,2.0629,2.0228,2.0813,2.0160,1.65%
Dec 19 2010,2.0295,2.0371,2.0568,2.0182,-0.35%
Dec 12 2010,2.0367,1.9868,2.0529,1.9804,2.44%
Dec 05 2010,1.9882,1.9685,2.0030,1.9502,0.40%
Nov 28 2010,1.9802,1.9687,1.9882,1.9425,0.54%
Nov 21 2010,1.9695,1.9776,2.0026,1.9564,-0.37%
Nov 14 2010,1.9769,1.9664,1.9866,1.9586,0.15%
Nov 07 2010,1.9739,1.9552,1.9769,1.9331,0.68%
Oct 31 2010,1.9606,1.9963,2.0019,1.9539,-1.92%
Oct 24 2010,1.9990,1.9858,2.0002,1.9655,0.58%
Oct 17 2010,1.9874,1.9745,1.9982,1.9529,0.54%
Oct 10 2010,1.9768,1.9706,1.9869,1.9471,0.32%
Oct 03 2010,1.9705,1.9831,2.0020,1.9466,-1.07%
Sep 26 2010,1.9919,1.9914,1.9954,1.9558,0.03%
Sep 19 2010,1.9914,1.9484,1.9978,1.9370,2.15%
Sep 12 2010,1.9494,1.9063,1.9705,1.9001,1.84%
Sep 05 2010,1.9141,1.9262,1.9454,1.9023,-1.06%
Aug 29 2010,1.9346,1.9293,1.9553,1.9204,-0.08%
Aug 22 2010,1.9362,1.9250,1.9482,1.9127,0.49%
Aug 15 2010,1.9267,1.9322,1.9444,1.9092,-0.46%
Aug 08 2010,1.9356,1.9789,1.9851,1.9274,-2.23%
Aug 01 2010,1.9797,1.9623,1.9895,1.9474,0.63%
Jul 25 2010,1.9673,1.9585,1.9837,1.9502,0.11%
Jul 18 2010,1.9652,1.9875,2.0081,1.9428,-1.34%
Jul 11 2010,1.9918,1.9584,2.0043,1.9445,1.48%
Jul 04 2010,1.9627,1.9650,1.9777,1.9425,-0.22%
Jun 27 2010,1.9670,1.9437,1.9888,1.9173,0.99%
Jun 20 2010,1.9477,1.9227,1.9553,1.9059,1.11%
Jun 13 2010,1.9264,1.9122,1.9458,1.8973,0.71%
Jun 06 2010,1.9129,1.9184,1.9375,1.8997,-0.66%
May 30 2010,1.9256,1.9174,1.9524,1.9119,0.16%
May 23 2010,1.9225,1.9677,1.9785,1.9088,-2.93%
May 16 2010,1.9806,1.9064,2.0222,1.8882,3.83%
May 09 2010,1.9076,2.0048,2.0168,1.8971,-4.23%
May 02 2010,1.9918,1.9791,2.0283,1.9467,0.55%
Apr 25 2010,1.9810,1.9740,1.9970,1.9538,-0.22%
Apr 18 2010,1.9853,1.9943,2.0266,1.9571,-0.83%
Apr 11 2010,2.0020,2.0160,2.0343,1.9868,-0.39%
Apr 04 2010,2.0099,2.0357,2.0470,1.9856,-1.73%
Mar 28 2010,2.0453,2.0650,2.0779,2.0364,-0.90%
Mar 21 2010,2.0638,2.0732,2.0986,2.0389,-0.75%
Mar 14 2010,2.0793,2.0994,2.1025,2.0600,-1.17%
Mar 07 2010,2.1040,2.0910,2.1109,2.0691,0.42%
Feb 28 2010,2.0951,2.1052,2.1226,2.0627,-0.57%
Feb 21 2010,2.1072,2.0601,2.1197,2.0442,2.30%
Feb 14 2010,2.0599,2.0564,2.0837,2.0441,-0.37%
Feb 07 2010,2.0676,2.0883,2.0979,2.0486,-1.01%
