Date,Price,Open,High,Low,Change %
Jun 03 2012,1.8238,1.8566,1.8613,1.8130,-1.79%
May 27 2012,1.8570,1.8450,1.8773,1.8235,0.44%
May 20 2012,1.8489,1.8348,1.8580,1.8170,0.67%
May 13 2012,1.8366,1.7855,1.8411,1.7829,2.89%
May 06 2012,1.7850,1.7645,1.7992,1.7560,1.51%
Apr 29 2012,1.7585,1.7596,1.7660,1.7490,-0.13%
Apr 22 2012,1.7608,1.7904,1.7976,1.7540,-1.75%
Apr 15 2012,1.7921,1.7960,1.8050,1.7820,-0.24%
Apr 08 2012,1.7965,1.7918,1.8172,1.7835,0.18%
Apr 01 2012,1.7932,1.7789,1.8000,1.7700,0.60%
Mar 25 2012,1.7825,1.7996,1.8010,1.7640,-0.97%
Mar 18 2012,1.8000,1.7943,1.8250,1.7885,0.28%
Mar 11 2012,1.7949,1.7852,1.8135,1.7820,0.44%
Mar 04 2012,1.7870,1.7661,1.7950,1.7600,1.09%
Feb 26 2012,1.7677,1.7643,1.7760,1.7350,0.08%
Feb 19 2012,1.7662,1.7464,1.7702,1.7310,0.79%
Feb 12 2012,1.7523,1.7605,1.7820,1.7475,-0.61%
Feb 05 2012,1.7630,1.7556,1.7723,1.7350,0.57%
Jan 29 2012,1.7530,1.7770,1.7940,1.7400,-1.34%
Jan 22 2012,1.7768,1.8300,1.8390,1.7720,-2.91%
Jan 15 2012,1.8300,1.8619,1.8658,1.8190,-1.66%
Jan 08 2012,1.8609,1.8802,1.8810,1.8340,-0.89%
Jan 01 2012,1.8776,1.8817,1.9000,1.8575,-0.39%
Dec 25 2011,1.8850,1.8950,1.9230,1.8500,-0.76%
Dec 18 2011,1.8995,1.8861,1.9043,1.8705,0.70%
Dec 11 2011,1.8863,1.8430,1.8877,1.8335,2.35%
Dec 04 2011,1.8430,1.8274,1.8588,1.8180,0.66%
Nov 27 2011,1.8309,1.8775,1.8806,1.8080,-2.91%
Nov 20 2011,1.8858,1.8321,1.8900,1.8195,2.99%
Nov 13 2011,1.8311,1.7714,1.8311,1.7630,3.15%
Nov 06 2011,1.7751,1.7631,1.8054,1.7609,0.39%
Oct 30 2011,1.7682,1.7430,1.8060,1.7380,1.31%
Oct 23 2011,1.7453,1.8389,1.8391,1.7385,-4.83%
Oct 16 2011,1.8339,1.8284,1.8760,1.8260,0.17%
Oct 09 2011,1.8307,1.8495,1.8512,1.8130,-1.03%
Oct 02 2011,1.8497,1.8560,1.9088,1.8300,-0.55%
Sep 25 2011,1.8599,1.8331,1.8692,1.8331,1.31%
Sep 18 2011,1.8358,1.7789,1.8490,1.7640,3.30%
Sep 11 2011,1.7772,1.7886,1.8030,1.7594,-0.79%
Sep 04 2011,1.7913,1.7494,1.7998,1.7450,2.23%
Aug 28 2011,1.7522,1.7476,1.7580,1.7081,0.09%
Aug 21 2011,1.7506,1.7849,1.7950,1.7420,-2.07%
Aug 14 2011,1.7876,1.7770,1.7960,1.7570,0.52%
Aug 07 2011,1.7783,1.7442,1.8098,1.7310,1.90%
Jul 31 2011,1.7452,1.6893,1.7490,1.6645,3.35%
Jul 24 2011,1.6887,1.7001,1.7340,1.6660,-0.50%
Jul 17 2011,1.6972,1.6515,1.7000,1.6500,2.78%
Jul 10 2011,1.6513,1.6234,1.6590,1.6234,1.46%
Jul 03 2011,1.6276,1.6053,1.6397,1.6025,1.26%
Jun 26 2011,1.6074,1.6327,1.6520,1.6042,-1.78%
Jun 19 2011,1.6366,1.5944,1.6374,1.5928,2.50%
Jun 12 2011,1.5967,1.5738,1.6270,1.5640,1.35%
Jun 05 2011,1.5755,1.5710,1.5910,1.5660,0.13%
May 29 2011,1.5734,1.6048,1.6100,1.5696,-1.85%
May 22 2011,1.6030,1.5889,1.6130,1.5800,1.06%
May 15 2011,1.5862,1.5954,1.5988,1.5691,-0.69%
May 08 2011,1.5973,1.5436,1.5973,1.5345,3.34%
May 01 2011,1.5456,1.5198,1.5512,1.5135,1.61%
Apr 24 2011,1.5211,1.5188,1.5340,1.5040,0.24%
Apr 17 2011,1.5175,1.5089,1.5444,1.4970,0.32%
Apr 10 2011,1.5126,1.5079,1.5290,1.5000,0.13%
Apr 03 2011,1.5106,1.5240,1.5380,1.4975,-1.27%
Mar 27 2011,1.5300,1.5566,1.5670,1.5284,-1.64%
Mar 20 2011,1.5555,1.5778,1.5804,1.5420,-1.48%
Mar 13 2011,1.5788,1.5823,1.5965,1.5610,-0.28%
Mar 06 2011,1.5832,1.6004,1.6061,1.5700,-1.02%
Feb 27 2011,1.5995,1.5904,1.6206,1.5880,0.13%
Feb 20 2011,1.5975,1.5746,1.6156,1.5718,1.27%
Feb 13 2011,1.5775,1.5845,1.6030,1.5690,-0.66%
Feb 06 2011,1.5880,1.5850,1.6060,1.5640,0.25%
Jan 30 2011,1.5841,1.6097,1.6188,1.5690,-1.87%
Jan 23 2011,1.6143,1.5675,1.6166,1.5500,2.60%
Jan 16 2011,1.5734,1.5465,1.5868,1.5250,1.30%
Jan 09 2011,1.5532,1.5722,1.5935,1.5370,-1.23%
Jan 02 2011,1.5726,1.5365,1.5763,1.5325,1.99%
Dec 26 2010,1.5419,1.5426,1.5663,1.5300,-0.33%
Dec 19 2010,1.5470,1.5454,1.5670,1.5386,0.16%
Dec 12 2010,1.5445,1.5046,1.5516,1.4905,2.80%
Dec 05 2010,1.5024,1.4712,1.5118,1.4640,1.77%
Nov 28 2010,1.4762,1.4830,1.5122,1.4700,-0.75%
Nov 21 2010,1.4874,1.4348,1.4946,1.4295,2.97%
Nov 14 2010,1.4445,1.4382,1.4666,1.4330,0.22%
Nov 07 2010,1.4414,1.3910,1.4472,1.3910,3.18%
Oct 31 2010,1.3970,1.4293,1.4326,1.3830,-2.51%
Oct 24 2010,1.4330,1.4162,1.4480,1.4075,0.60%
Oct 17 2010,1.4245,1.4079,1.4383,1.4075,0.74%
Oct 10 2010,1.4141,1.4084,1.4271,1.3840,0.06%
Oct 03 2010,1.4132,1.4387,1.4570,1.4040,-2.15%
Sep 26 2010,1.4443,1.4770,1.4795,1.4350,-2.16%
Sep 19 2010,1.4762,1.4922,1.4986,1.4750,-1.19%
Sep 12 2010,1.4940,1.4942,1.5032,1.4820,-1.03%
Sep 05 2010,1.5095,1.4972,1.5220,1.4900,0.62%
Aug 29 2010,1.5002,1.5147,1.5302,1.4950,-1.09%
Aug 22 2010,1.5168,1.5155,1.5357,1.5070,0.04%
Aug 15 2010,1.5162,1.5132,1.5200,1.4840,-0.10%
Aug 08 2010,1.5177,1.4867,1.5276,1.4800,1.85%
Aug 01 2010,1.4902,1.5007,1.5075,1.4810,-1.16%
Jul 25 2010,1.5077,1.5172,1.5221,1.4990,-0.98%
Jul 18 2010,1.5226,1.5355,1.5486,1.5110,-1.14%
Jul 11 2010,1.5401,1.5500,1.5629,1.5255,-0.84%
Jul 04 2010,1.5531,1.5632,1.5682,1.5395,-0.80%
Jun 27 2010,1.5657,1.5715,1.5912,1.5590,-0.50%
Jun 20 2010,1.5736,1.5470,1.5876,1.5395,1.18%
Jun 13 2010,1.5552,1.5725,1.5839,1.5475,-1.52%
Jun 06 2010,1.5792,1.6052,1.6175,1.5710,-1.78%
May 30 2010,1.6079,1.5640,1.6079,1.5564,2.62%
May 23 2010,1.5669,1.5699,1.6015,1.5465,-0.53%
May 16 2010,1.5753,1.5406,1.6072,1.5280,2.09%
May 09 2010,1.5430,1.5500,1.5516,1.5045,-1.13%
May 02 2010,1.5607,1.4833,1.5967,1.4790,4.77%
Apr 25 2010,1.4897,1.4832,1.5171,1.4650,0.45%
Apr 18 2010,1.4831,1.4802,1.5005,1.4730,0.00%
Apr 11 2010,1.4831,1.4800,1.4943,1.4650,-0.39%
Apr 04 2010,1.4889,1.5091,1.5175,1.4815,-1.70%
Mar 28 2010,1.5146,1.5300,1.5395,1.5100,-1.57%
